model,quality,kodak,psnr,ssim,vif,bpp,mse,mae
bmshj2018-factorized,1,12,29.75,0.9477,0.997,1.1338,1.06 × 10^-3,2.48 × 10^-2
bmshj2018-factorized,1,13,32.2,0.9437,1.0015,0.6756,6.03 × 10^-4,1.83 × 10^-2
bmshj2018-factorized,1,14,34.44,0.9496,0.9968,0.3788,3.59 × 10^-4,1.29 × 10^-2
bmshj2018-factorized,1,15,34.33,0.9525,0.9878,0.4222,3.69 × 10^-4,1.38 × 10^-2
bmshj2018-factorized,1,16,34.86,0.9566,1.0013,0.3964,3.26 × 10^-4,1.29 × 10^-2
bmshj2018-factorized,1,17,31.82,0.9449,1.0021,0.7006,6.57 × 10^-4,1.87 × 10^-2
bmshj2018-factorized,1,18,33.56,0.9486,1.0004,0.4858,4.41 × 10^-4,1.52 × 10^-2
bmshj2018-factorized,1,19,35.25,0.9605,1.0018,0.359,2.98 × 10^-4,1.09 × 10^-2
bmshj2018-factorized,1,20,33.37,0.9588,0.9962,0.5749,4.6 × 10^-4,1.51 × 10^-2
bmshj2018-factorized,1,21,32.85,0.9375,1.0066,0.5309,5.19 × 10^-4,1.67 × 10^-2
bmshj2018-factorized,1,22,36.56,0.9654,1.0014,0.2894,2.21 × 10^-4,1.03 × 10^-2
bmshj2018-factorized,1,23,32.17,0.958,0.9983,0.7064,6.07 × 10^-4,1.69 × 10^-2
bmshj2018-factorized,1,0,33.29,0.9688,0.9905,1.1046,4.68 × 10^-4,1.65 × 10^-2
bmshj2018-factorized,1,1,35.3,0.9476,0.9874,0.5118,2.95 × 10^-4,1.25 × 10^-2
bmshj2018-factorized,1,2,37.76,0.9732,0.9924,0.3986,1.67 × 10^-4,8.97 × 10^-3
bmshj2018-factorized,1,3,35.65,0.9564,0.9958,0.5223,2.72 × 10^-4,1.21 × 10^-2
bmshj2018-factorized,1,4,33.87,0.9765,0.9965,1.0749,4.1 × 10^-4,1.52 × 10^-2
bmshj2018-factorized,1,5,34.56,0.9672,0.9873,0.8249,3.5 × 10^-4,1.38 × 10^-2
bmshj2018-factorized,1,6,37.51,0.9814,1.0023,0.4906,1.77 × 10^-4,9.3 × 10^-3
bmshj2018-factorized,1,7,32.92,0.97,0.9969,1.1348,5.11 × 10^-4,1.71 × 10^-2
bmshj2018-factorized,1,8,37.27,0.9683,0.9953,0.4162,1.87 × 10^-4,1.0 × 10^-2
bmshj2018-factorized,1,9,37.08,0.9671,0.9955,0.4441,1.96 × 10^-4,1.03 × 10^-2
bmshj2018-factorized,1,10,34.76,0.9608,0.9943,0.7037,3.34 × 10^-4,1.33 × 10^-2
bmshj2018-factorized,1,11,36.7,0.9598,1.002,0.4259,2.14 × 10^-4,1.07 × 10^-2
bmshj2018-factorized,1,12,31.15,0.9654,0.9929,1.4518,7.68 × 10^-4,2.09 × 10^-2
bmshj2018-factorized,1,13,33.77,0.9609,0.9951,0.8978,4.2 × 10^-4,1.53 × 10^-2
bmshj2018-factorized,1,14,35.8,0.9604,0.9963,0.4955,2.63 × 10^-4,1.12 × 10^-2
bmshj2018-factorized,1,15,36.05,0.9659,0.9889,0.5633,2.48 × 10^-4,1.15 × 10^-2
bmshj2018-factorized,1,16,36.22,0.9662,1.0001,0.5031,2.39 × 10^-4,1.12 × 10^-2
bmshj2018-factorized,1,17,33.15,0.9576,0.9984,0.9023,4.84 × 10^-4,1.61 × 10^-2
bmshj2018-factorized,1,18,35.14,0.9626,0.9965,0.6523,3.06 × 10^-4,1.3 × 10^-2
bmshj2018-factorized,1,19,36.77,0.9698,0.999,0.4632,2.11 × 10^-4,9.33 × 10^-3
bmshj2018-factorized,1,20,34.89,0.9668,0.9936,0.7287,3.24 × 10^-4,1.29 × 10^-2
bmshj2018-factorized,1,21,34.43,0.9549,0.9958,0.7128,3.6 × 10^-4,1.41 × 10^-2
bmshj2018-factorized,1,22,37.83,0.9712,0.9995,0.3526,1.65 × 10^-4,9.1 × 10^-3
bmshj2018-factorized,1,23,33.58,0.9703,0.9959,0.8968,4.38 × 10^-4,1.43 × 10^-2
bmshj2018-factorized,1,0,35.07,0.9787,0.9971,1.4113,3.11 × 10^-4,1.35 × 10^-2
bmshj2018-factorized,1,1,36.85,0.9612,0.993,0.7016,2.07 × 10^-4,1.06 × 10^-2
bmshj2018-factorized,1,2,39.34,0.9796,0.9973,0.5062,1.17 × 10^-4,7.58 × 10^-3
bmshj2018-factorized,1,3,37.25,0.9676,0.9959,0.696,1.89 × 10^-4,1.02 × 10^-2
bmshj2018-factorized,1,4,35.66,0.9841,0.9978,1.3507,2.72 × 10^-4,1.23 × 10^-2
bmshj2018-factorized,1,5,36.43,0.9775,1.0021,1.0679,2.27 × 10^-4,1.12 × 10^-2
bmshj2018-factorized,1,6,39.19,0.9854,1.0007,0.6064,1.2 × 10^-4,7.81 × 10^-3
bmshj2018-factorized,1,7,34.6,0.9789,1.0,1.446,3.47 × 10^-4,1.41 × 10^-2
bmshj2018-factorized,1,8,38.61,0.9723,0.9995,0.5179,1.38 × 10^-4,8.83 × 10^-3
bmshj2018-factorized,1,9,38.48,0.9728,0.9994,0.5587,1.42 × 10^-4,8.97 × 10^-3
bmshj2018-factorized,1,10,36.51,0.9733,0.9991,0.9362,2.23 × 10^-4,1.09 × 10^-2
bmshj2018-factorized,1,11,38.33,0.9701,0.9985,0.5715,1.47 × 10^-4,8.97 × 10^-3
bmshj2018-factorized,1,12,32.48,0.9761,1.0004,1.8008,5.65 × 10^-4,1.77 × 10^-2
bmshj2018-factorized,1,13,35.44,0.9738,0.9924,1.1757,2.86 × 10^-4,1.25 × 10^-2
bmshj2018-factorized,1,14,37.33,0.9698,0.9966,0.65,1.85 × 10^-4,9.57 × 10^-3
bmshj2018-factorized,1,15,37.94,0.9764,1.0009,0.7504,1.61 × 10^-4,9.4 × 10^-3
bmshj2018-factorized,1,16,37.69,0.9742,1.0011,0.6467,1.7 × 10^-4,9.51 × 10^-3
bmshj2018-factorized,1,17,34.45,0.9675,0.9981,1.1492,3.59 × 10^-4,1.38 × 10^-2
bmshj2018-factorized,1,18,36.76,0.9717,1.0005,0.854,2.11 × 10^-4,1.09 × 10^-2
bmshj2018-factorized,1,19,38.28,0.9759,1.0,0.5904,1.49 × 10^-4,7.74 × 10^-3
bmshj2018-factorized,1,20,36.44,0.973,1.0006,0.9127,2.27 × 10^-4,1.11 × 10^-2
bmshj2018-factorized,1,21,36.0,0.9671,1.0,0.9412,2.51 × 10^-4,1.19 × 10^-2
bmshj2018-factorized,1,22,39.08,0.976,0.9975,0.434,1.24 × 10^-4,7.95 × 10^-3
bmshj2018-factorized,1,23,35.02,0.9792,0.9987,1.1282,3.15 × 10^-4,1.19 × 10^-2
